Pulley Type,Alignment,Belt Tension (N),Belt Width(mm),Lagging Type,Temperature (Environment) C,Temperature (pulley) C,Vibrations (mm/s),Oil Contamination,Foreign Residue,Humidity ,Belt Length(feet),Time since last service(days),Inspection Checks (Cracks),Inspection Checks(Lagging),Number of Grooves,Response
1,4,15974,1700,2,44.31,41,3.3,2,2,0.6,6000,7,1,2,6,1
5,1,6147,1900,3,43.25,51,2.1,3,1,0.6,1500,9,1,1,6,0
1,4,19659,1800,5,34.55,49,5,2,3,0.6,5000,3,1,1,12,0
5,5,14758,1900,2,37.02,50,1.8,1,2,0.7,8000,9,1,2,10,0
3,0,6138,1900,3,46.39,61,3.4,3,1,0.3,1500,0,2,1,6,0
2,1,1407,1100,2,35.95,44,1.2,2,4,0.9,1500,9,1,1,12,1
5,1,12291,1700,2,35.97,46,4.9,4,1,0.5,3000,18,2,2,10,1
6,2,2717,1400,1,39.01,46,3.1,4,4,0.7,3000,17,1,1,10,1
3,4,12884,1800,3,32.31,43,2.8,2,3,0.6,1500,6,2,1,8,0
1,0,20729,1900,5,32.94,35,3.8,3,3,0.6,6000,28,2,2,6,0
5,1,17218,1800,1,36.28,46,4.4,2,4,0.5,1500,6,2,1,6,1
2,3,3353,1500,2,42.43,51,1.3,3,3,0.4,5000,14,2,2,10,1
7,4,17397,1800,1,42.74,40,2.3,3,1,0.6,5000,3,1,1,12,0
5,4,2405,1500,3,46.76,58,4.4,4,3,0.6,6000,37,3,3,8,1
4,4,15787,1800,5,32.38,25,3.3,2,1,0.7,6000,5,1,1,6,0
6,0,4547,1600,4,46.62,59,2.8,4,1,0.6,3000,26,2,1,10,1
1,1,4724,1500,2,48,56,2.3,4,4,0.8,8000,32,3,3,12,1
7,4,4182,1600,2,47.67,58,4,3,1,0.7,5000,7,2,1,12,0
4,1,15896,1800,2,45.51,59,3.6,4,1,0.6,5000,20,2,2,12,1
5,5,15500,1700,4,41.8,50,4.6,4,4,0.5,6000,38,3,3,6,1
6,6,3373,1500,3,48.51,65,1.8,3,4,0.7,3000,26,2,2,12,1
3,2,10682,1900,2,31.14,45,3.9,3,3,0.7,8000,35,3,3,10,0
1,6,21735,1900,2,45.07,70,4.4,1,1,0.7,6000,6,2,1,8,0
5,5,5084,1400,3,34.84,31,1.9,2,3,0.7,5000,9,1,2,12,0
2,4,1958,1300,3,35.59,35,2,3,1,0.3,5000,10,2,1,6,0
3,0,18352,1700,5,48.25,55,3.8,1,4,0.9,6000,35,3,3,12,1
7,2,13496,1800,4,49.16,57,4.6,3,2,0.4,3000,5,2,2,10,1
7,2,5169,1600,5,47.89,69,3.2,1,1,0.9,1500,9,2,2,10,0
7,4,14253,1700,1,44.06,35,3.1,1,2,0.4,1500,3,1,1,10,1
7,0,5123,1600,1,40.87,36,4.8,2,1,0.6,3000,10,1,1,6,0
7,3,12229,1700,5,45.57,63,3.6,2,3,0.4,5000,3,1,2,6,1
6,4,3351,1400,2,42.11,51,3.7,2,4,0.7,3000,10,2,2,12,1
1,0,18401,1700,1,47.26,57,5,4,3,0.8,6000,24,2,1,6,1
7,4,16986,1700,4,34.81,36,1.2,2,4,0.7,5000,8,2,1,12,1
5,4,4902,1400,2,48.88,60,1,4,3,0.6,5000,40,3,2,10,1
1,0,11614,1800,1,49.42,62,1.9,3,3,0.7,1500,15,1,2,12,0
1,6,13015,1900,5,44.92,48,1,4,3,0.7,1500,28,2,2,10,1
7,1,4015,1400,3,47.36,67,1.4,4,1,0.3,3000,25,1,1,12,1
2,5,5640,1600,3,43.77,52,3.6,4,3,0.7,5000,40,3,1,10,1
6,3,2757,1500,4,46.82,59,2,4,1,0.4,3000,39,3,3,8,1
3,6,20136,1800,4,34.77,43,3.7,2,2,0.4,1500,7,1,1,6,0
7,0,1669,1200,3,47.92,59,1.8,2,3,0.5,1500,10,1,1,12,1
7,3,21371,1700,4,32.16,44,4.2,4,2,0.5,3000,3,2,2,8,1
6,5,3397,1500,2,35.11,49,4.1,1,4,0.8,3000,30,3,3,6,1
3,4,14104,1900,1,39.18,41,4,1,2,0.9,5000,6,1,2,12,1
4,3,20972,1900,4,49.52,58,2.2,4,3,0.8,5000,36,3,3,10,1
1,1,17834,1900,4,45.06,58,2.8,2,2,0.3,3000,4,2,1,8,0
3,3,21887,1800,5,45.75,55,4.2,2,3,0.8,5000,9,2,2,6,1
7,3,4167,1600,5,33.11,30,4.6,1,2,0.8,3000,8,2,2,10,0
6,2,2657,1600,2,31.93,45,3.8,4,2,0.6,3000,8,2,1,10,1
2,1,4276,1400,5,44.74,49,2,4,4,0.6,6000,31,3,3,12,1
3,6,3787,1500,4,32.5,31,1.6,2,1,0.4,8000,9,2,1,6,0
4,2,4953,1400,3,42.01,45,2.6,1,1,0.4,3000,2,2,1,12,1
6,2,2450,1400,2,40.79,49,4,3,2,0.3,3000,3,1,2,6,0
6,5,2843,1500,5,46.65,65,4.2,3,1,0.6,3000,7,1,2,10,0
1,6,17376,1900,5,42.74,43,2,3,4,0.5,6000,31,3,3,12,1
6,3,2862,1500,4,40.41,36,3.5,1,3,0.6,3000,5,1,2,8,1
7,3,4419,1400,2,32.11,27,2,3,1,0.3,3000,8,2,2,6,0
4,5,14274,1700,4,32.33,41,3.1,4,3,0.4,6000,29,2,1,10,1
5,6,7595,1900,2,40.3,45,3.1,1,4,0.7,6000,19,2,2,8,1
7,1,4769,1600,1,47.87,66,3.7,2,4,0.9,1500,5,2,1,8,1
3,2,3374,1400,3,34.81,38,1.1,3,1,0.9,5000,5,1,1,10,0
3,4,6381,1800,2,30.27,44,4,2,1,0.6,5000,8,2,2,10,1
3,3,10397,1800,1,45.84,59,2.1,4,3,0.6,6000,24,2,1,12,1
5,1,14390,1800,5,48.97,59,2.4,4,1,0.8,1500,30,3,3,6,1
2,5,4050,1600,4,40.57,41,4.7,3,4,0.3,1500,24,2,2,12,1
3,3,15103,1700,5,45.24,56,1.7,3,1,0.4,1500,8,2,2,12,0
4,6,5762,1600,1,39.74,39,2.6,4,3,0.8,3000,17,2,2,10,1
3,3,21001,1700,5,46.01,69,1.3,1,3,0.6,1500,8,1,1,12,0
1,4,3061,1500,4,31.69,25,2.7,3,4,0.9,8000,33,3,3,10,1
6,2,3246,1600,5,37.4,40,2.7,3,2,0.4,3000,8,1,1,6,0
6,0,2170,1600,4,48.66,63,4.6,3,3,0.7,3000,13,1,1,6,0
4,4,6798,1700,5,31.22,35,3.7,1,2,0.7,3000,4,2,2,6,0
6,5,4239,1400,1,38.95,47,4.8,4,1,0.5,3000,24,2,2,10,1
5,2,6042,1700,4,36.86,25,2.8,2,4,0.7,6000,10,1,1,8,1
6,4,4069,1500,4,34.46,27,4.5,1,1,0.5,3000,7,1,2,6,1
7,3,7835,1800,4,49.92,67,3.9,2,4,0.7,3000,3,2,2,12,1
4,3,21438,1900,3,36.86,39,2.1,2,1,0.9,1500,6,2,2,10,0
1,1,12140,1700,4,33.46,43,2,1,4,0.6,1500,17,1,2,12,1
6,4,4010,1400,5,30.97,35,2,1,1,0.4,3000,9,2,1,6,0
4,1,21577,1800,3,39.84,48,3.3,1,4,0.7,8000,21,1,2,6,1
6,0,3439,1400,4,46.41,60,2.2,1,4,0.7,3000,28,2,1,8,1
4,4,14369,1800,5,37.85,32,2.5,4,4,0.9,6000,22,1,1,12,1
7,4,13395,1900,1,45.71,68,2.1,2,3,0.8,1500,10,1,1,12,0
7,4,10386,1900,4,34.08,45,1.2,1,2,0.9,5000,4,1,2,10,0
3,2,7212,1700,2,42.01,54,2,1,2,0.7,3000,8,1,2,8,1
6,4,2142,1400,3,33.86,48,3.5,3,3,0.6,3000,21,2,2,10,0
6,3,3303,1500,5,43.24,38,1.9,3,3,0.4,3000,25,2,2,12,1
4,4,19507,1900,5,38.99,45,4.4,4,4,0.7,5000,37,3,3,8,1
4,5,8456,1900,2,49.91,65,3.3,1,3,0.8,8000,0,1,2,12,0
6,3,4770,1500,4,35.9,27,4.6,3,2,0.5,3000,4,2,2,10,1
4,4,13983,1700,3,39.23,47,2.4,1,4,0.7,6000,30,3,3,10,1
3,3,12675,1900,3,44.45,42,3.9,2,1,0.5,3000,8,1,1,6,0
3,0,2924,1600,4,30.36,29,4.8,3,4,0.4,8000,24,1,2,6,1
1,2,10338,1700,2,42.55,54,4.6,1,2,0.3,8000,7,1,2,10,1
4,5,10912,1900,4,32.21,32,2.4,3,4,0.5,5000,29,1,1,8,1
3,2,20132,1700,1,33.09,50,4.9,4,2,0.6,6000,8,1,1,12,1
1,2,7877,1900,3,46.47,59,2.9,2,3,0.4,1500,9,1,1,8,0
2,4,4892,1600,4,43.06,37,2.6,3,4,0.6,3000,17,1,1,12,1
3,4,9504,1800,5,37.65,27,1,3,3,0.7,8000,37,3,3,6,0
1,3,8330,1700,1,34.38,36,2,2,2,0.4,8000,7,1,2,6,0
3,6,9974,1900,3,46.48,67,3,2,3,0.4,1500,4,1,2,6,1
1,4,14884,1800,5,32.7,29,2.7,3,3,0.5,8000,26,1,1,12,0
7,5,15243,1700,1,36.53,44,1.9,2,1,0.6,1500,6,1,2,12,1
6,1,3338,1600,4,36.12,37,2.7,4,1,0.9,3000,21,2,2,10,1
5,0,6484,1800,5,41.5,51,4.8,2,1,0.8,8000,9,2,2,8,1
4,2,16781,1900,1,31.52,46,2.5,2,2,0.4,1500,9,2,1,10,1
3,6,2311,1600,1,41.46,38,4,2,1,0.6,6000,5,2,1,8,0
5,1,9697,1800,2,41.31,46,2.5,4,4,0.8,8000,31,3,3,6,1
3,4,16573,1800,3,33.39,28,2.9,4,3,0.6,5000,22,1,1,8,1
6,3,3019,1500,2,43.96,42,4.9,1,4,0.8,3000,15,2,2,8,1
1,3,20717,1900,2,35.74,27,4.2,3,2,0.3,3000,8,2,2,8,1
7,6,19688,1700,3,44.19,44,2.5,1,4,0.9,5000,19,2,1,8,1
7,0,2776,1400,4,36.26,44,1.5,3,1,0.7,3000,9,1,1,10,0
6,2,4320,1400,2,49.67,65,1.3,2,3,0.9,3000,5,1,1,10,1
3,6,11746,1800,3,49.27,56,1.6,2,3,0.6,8000,6,2,1,12,0
7,3,21242,1700,2,31.9,42,3.1,2,1,0.3,5000,7,2,2,6,1
3,2,20871,1900,4,44.02,43,3,1,2,0.6,8000,10,1,1,6,0
6,2,2369,1500,5,47.27,70,2.4,3,2,0.3,3000,7,1,2,6,0
6,6,4434,1600,1,47.31,62,4.5,2,3,0.6,3000,7,1,1,12,0
1,0,18020,1800,1,32.48,25,2.5,3,2,0.6,5000,6,1,1,12,1
6,4,3215,1400,4,30.9,42,1.7,2,2,0.9,3000,4,2,1,10,0
7,5,6329,1900,5,35.88,46,2.2,3,4,0.6,1500,16,2,2,8,1
3,1,7175,1800,3,33.57,35,1.6,3,4,0.9,5000,32,3,3,12,1
7,3,16806,1800,5,37.11,38,4.8,2,1,0.4,1500,10,2,1,12,1
4,5,5139,1400,4,39.78,55,4.7,3,1,0.6,1500,0,1,1,8,1
3,4,14246,1800,2,42.67,49,2.2,2,1,0.5,1500,7,2,2,8,0
2,5,3428,1500,3,48.09,67,3,1,2,0.3,6000,8,2,1,8,0
4,2,5352,1600,1,48.76,62,4.7,3,4,0.8,5000,30,3,3,10,1
6,4,2040,1400,2,35.13,25,4.4,4,1,0.3,3000,38,3,3,12,1
6,3,2810,1500,5,33.86,32,3.6,4,3,0.6,3000,37,3,3,8,1
7,0,19880,1700,1,35.59,44,4.5,4,1,0.5,1500,34,3,3,12,1
5,0,12191,1900,2,39.9,48,2.3,2,4,0.6,5000,4,2,2,10,1
6,3,2256,1600,1,49.35,67,2.2,3,1,0.7,3000,0,2,2,10,0
5,5,7933,1700,2,48.37,57,2.4,2,4,0.9,6000,3,2,1,12,1
4,0,4165,1600,4,37.87,46,2,1,2,0.6,6000,6,1,1,6,0
2,1,2015,1400,4,46.6,67,4.8,4,1,0.4,3000,19,1,2,12,1
3,4,12593,1700,5,48.68,65,3.7,3,3,0.7,1500,49,1,3,6,0
4,2,6632,1900,3,40.51,44,3.3,2,1,0.5,8000,7,2,1,8,0
1,5,8957,1900,5,47.51,57,1.6,4,2,0.5,6000,4,2,1,10,1
1,5,20320,1700,2,36.77,26,3.4,3,3,0.4,1500,11,1,1,6,0
4,0,7277,1900,5,43.37,45,1.9,4,3,0.5,5000,37,3,3,10,1
4,2,6976,1800,2,47.08,68,1.4,3,3,0.9,1500,16,2,2,6,0
4,2,14678,1700,1,43.33,38,3.5,3,3,0.3,6000,32,3,3,8,0
4,5,7977,1800,1,30.8,38,3.2,1,4,0.6,8000,23,1,2,8,1
3,0,1502,1300,3,44.52,35,4.1,1,2,0.7,6000,9,2,1,8,0
2,3,3984,1500,4,30.84,25,1.7,2,3,0.8,6000,6,2,1,10,0
4,6,6927,1700,4,44.58,54,4.9,2,1,0.9,5000,10,2,1,12,0
5,4,9292,1700,4,43.52,51,3.1,1,2,0.6,6000,3,2,1,6,1
4,3,19877,1700,1,36.49,44,3.7,4,1,0.3,8000,22,1,1,12,1
5,0,12379,1900,2,40.81,38,2,4,4,0.4,3000,27,2,1,6,1
1,6,9072,1900,1,44.05,44,1.7,3,2,0.7,6000,4,1,2,12,0
4,3,4764,1600,1,37.48,34,2.6,2,2,0.3,5000,3,1,1,12,0
1,4,2497,1900,3,30.98,43,4.3,1,4,0.6,3000,19,2,2,8,1
2,3,3346,1400,5,37.82,45,1.4,4,1,0.9,5000,22,1,1,12,1
7,3,3716,1500,3,46.18,68,1.7,2,3,0.6,5000,9,2,2,10,1
1,6,3215,1800,1,45.07,55,4,2,3,0.9,5000,8,1,2,12,1
3,1,12802,1800,5,35.2,44,4,4,1,0.4,6000,32,3,3,8,1
4,4,5063,1600,4,42.4,54,3.8,4,1,0.6,8000,15,1,1,10,1
3,6,21488,1800,4,44.7,47,3.5,2,1,0.6,1500,7,1,2,8,0
3,3,8561,1700,2,47.46,65,3.3,4,4,0.6,5000,39,3,3,8,1
4,4,17564,1900,2,42.26,49,3.8,1,2,0.5,3000,6,2,1,10,0
3,5,4700,1500,4,32.76,43,4.5,2,3,0.3,8000,4,2,2,12,0
1,5,6680,1800,3,36.39,38,2,4,1,0.8,6000,17,2,1,8,1
2,2,1407,1300,2,47.48,68,4.5,4,1,0.5,6000,37,3,3,12,1
6,6,4521,1400,4,43.6,55,2.8,3,2,0.5,3000,7,1,2,6,0
6,4,4018,1600,3,35.89,41,4.7,2,3,0.5,3000,6,2,1,12,1
1,2,17071,1800,1,47.78,56,3.7,2,1,0.5,1500,9,2,1,8,0
6,3,3357,1600,5,44.95,42,3,4,1,0.3,3000,17,1,1,10,1
6,3,3682,1600,1,45.15,62,4.7,1,3,0.4,3000,4,1,1,10,0
7,3,8254,1800,1,44.59,49,4.4,2,2,0.4,1500,9,2,1,8,0
1,6,15299,1800,3,36.86,36,1.5,3,3,0.9,5000,13,2,2,12,1
5,2,19243,1700,2,43.56,44,4.3,1,2,0.7,1500,9,2,1,8,1
6,0,3353,1600,2,30.75,35,2.2,2,3,0.6,3000,6,1,1,6,0
1,3,13362,1900,2,41.54,55,1.9,4,1,0.5,3000,29,2,2,8,1
4,2,6185,1700,5,44.34,37,2.1,1,3,0.8,8000,3,1,1,10,0
7,4,5883,1600,3,36.77,42,4.1,1,3,0.9,5000,4,2,2,12,0
4,3,4214,1500,1,39.46,52,4.5,1,4,0.6,8000,17,1,1,8,1
2,2,5512,1500,5,39.86,38,4.7,2,3,0.6,3000,10,2,1,10,0
5,2,11511,1700,4,40.67,52,4.8,2,1,0.4,1500,7,2,2,10,0
1,1,3600,1600,5,36.87,49,1,3,2,0.6,1500,7,2,1,10,0
2,5,4921,1600,1,36.51,48,4.7,3,4,0.7,1500,34,3,3,12,1
6,6,4998,1500,4,42.66,41,5,1,3,0.5,3000,4,2,1,8,1
5,4,10865,1900,5,36.57,31,2.8,1,4,0.4,3000,17,2,1,6,1
5,1,10903,1900,3,37.12,35,1.2,3,2,0.6,5000,10,2,1,6,0
1,1,1572,1800,5,31.59,40,4.4,1,1,0.8,5000,8,2,2,12,0
7,6,17032,1900,2,36.91,34,1.5,4,1,0.4,3000,15,1,1,12,1
1,3,19244,1800,1,30.7,27,3.2,2,3,0.8,5000,9,2,2,12,0
2,3,1994,1200,5,35.09,26,2.5,2,1,0.6,1500,6,1,2,6,0
6,2,3743,1600,5,31.48,27,1.3,4,2,0.7,3000,4,2,2,12,1
1,3,16585,1900,5,32.89,33,1.6,4,4,0.4,3000,15,2,1,8,1
2,3,4788,1500,4,33.34,36,1.1,3,2,0.5,1500,4,2,2,6,0
3,3,7801,1700,3,41.71,47,3.9,2,4,0.5,3000,6,1,2,8,1
5,3,3149,1500,2,37.02,39,1.8,3,2,0.7,3000,9,1,1,12,0
2,3,1393,1200,4,42.63,46,4.1,2,4,0.8,5000,9,2,1,6,1
4,0,16825,1900,1,34.76,33,3.3,3,1,0.8,1500,0,1,1,12,0
6,2,4921,1400,4,47.81,59,2,3,2,0.5,3000,6,2,1,10,0
5,1,17681,1900,4,30.76,43,3.9,2,4,0.6,1500,4,1,1,10,1
6,5,3302,1500,4,46.81,60,1.9,4,4,0.9,3000,15,1,2,12,1
4,4,15086,1900,2,40.85,43,2.7,4,3,0.9,8000,37,3,3,8,1
7,2,7595,1900,5,36.96,26,2.3,3,1,0.7,3000,2,2,1,10,0
7,3,11281,1800,3,44.47,35,2.9,2,1,0.8,3000,9,2,2,10,1
4,2,8910,1900,1,33.21,29,2.2,3,3,0.3,8000,10,2,1,8,0
7,2,12862,1700,3,43.41,39,4.4,3,4,0.8,1500,34,3,3,6,1
6,4,3550,1600,1,41.58,42,1.8,4,4,0.4,3000,32,3,3,12,1
1,0,15387,1900,5,31.38,42,2.1,2,4,0.8,6000,3,2,1,12,1
5,1,1818,1100,5,39.32,50,2.7,4,2,0.6,3000,9,1,2,6,1
5,2,1843,1100,2,36.67,32,4.3,3,2,0.8,3000,9,1,1,12,1
7,4,4590,1600,5,33.46,37,1.3,2,1,0.6,1500,5,2,2,8,0
2,4,2719,1500,5,48.91,58,3.1,3,4,0.6,1500,21,1,2,12,1
4,6,1765,1200,4,36.79,34,2.4,1,4,0.5,5000,20,1,1,6,1
1,5,5422,1900,2,45.5,70,4,2,4,0.5,3000,6,1,1,8,1
3,5,4381,1400,4,36.77,50,4.2,3,1,0.6,3000,0,2,1,12,0
5,6,8675,1900,5,48.98,56,3.2,1,4,0.5,5000,16,2,1,6,1
1,2,14422,1800,1,32.82,29,4.9,2,3,0.7,5000,8,1,2,12,0
1,6,20303,1900,4,38.97,44,5,1,2,0.3,3000,3,2,1,8,1
2,5,1784,1200,1,41.12,48,2.1,4,1,0.6,3000,21,2,1,8,1
1,0,2004,1600,1,47.07,70,2.4,2,4,0.6,8000,9,2,2,8,1
5,3,16424,1700,5,46.15,61,4.2,2,4,0.5,3000,3,1,2,6,1
2,3,2003,1600,2,42.9,51,2.7,3,1,0.5,5000,10,2,1,6,1
2,6,1230,1200,4,33.81,40,4.3,2,1,0.5,1500,7,2,2,8,1
1,0,5017,1800,1,43.14,42,3.3,4,2,0.8,5000,5,1,1,12,1
7,4,16509,1800,2,30.75,43,1.4,4,1,0.3,3000,20,2,1,6,1
4,4,11050,1800,4,30.48,49,4.5,4,1,0.9,8000,36,3,3,8,1
6,5,4201,1500,3,42.86,54,1.7,3,2,0.5,3000,7,2,1,12,0
7,4,15382,1900,4,44.99,46,2.8,2,3,0.9,3000,6,2,1,8,0
6,6,4377,1500,3,30.75,29,2.1,4,1,0.8,3000,39,3,3,12,1
7,0,4579,1600,1,35.92,27,4.3,1,4,0.4,5000,18,1,2,12,1
5,6,8898,1900,4,45.65,66,4.8,3,4,0.4,8000,21,2,1,6,1
5,4,10312,1700,2,38.01,49,3.9,1,1,0.3,5000,0,2,1,8,0
3,6,11317,1800,2,30.35,50,3.2,4,3,0.5,8000,17,1,1,10,1
7,1,11150,1700,3,34.27,43,3.8,2,4,0.7,1500,8,1,1,6,1
6,1,4078,1400,5,40.33,54,2,3,2,0.7,3000,8,2,1,12,1
6,5,4896,1600,5,35.8,37,4.4,4,1,0.8,3000,17,2,2,10,1
1,4,14077,1900,4,38.16,45,2.7,1,4,0.9,1500,35,3,3,8,1
6,3,3699,1600,1,45.01,64,1.8,3,3,0.6,3000,20,2,2,6,1
3,1,14231,1800,4,35.72,32,3.1,3,1,0.5,5000,9,1,2,8,0
1,2,12781,1800,5,45.11,55,1.9,1,2,0.8,6000,9,2,2,6,1
2,5,2132,1500,4,44.91,43,3.9,2,1,0.8,3000,5,2,1,8,0
4,4,6565,1900,3,42.87,44,5,2,4,0.6,3000,6,2,1,12,1
4,5,1613,1100,3,46.75,64,4.3,4,2,0.5,3000,8,2,2,12,1
4,3,11505,1700,4,39.01,41,4,4,3,0.6,8000,33,3,3,12,1
1,4,18116,1900,5,32.95,31,4.8,1,1,0.9,3000,5,1,2,8,1
6,4,3689,1400,1,37.97,41,1.1,1,4,0.8,3000,40,2,1,8,1
5,4,14040,1700,1,49.24,55,2,2,2,0.7,6000,4,1,1,8,0
2,0,5688,1400,4,40.81,45,3.6,4,1,0.7,3000,34,3,3,8,1
3,6,21193,1700,4,37.94,32,2.3,2,4,0.5,5000,4,1,1,6,1
5,5,10653,1900,1,37.08,28,3.4,2,4,0.5,8000,10,1,1,12,1
5,1,9918,1900,1,49.37,55,1.4,2,1,0.5,5000,10,2,2,6,0
4,4,6776,1700,5,38.21,41,3.9,2,1,0.5,5000,5,1,2,8,1
3,0,10047,1700,1,49.81,65,2.2,3,2,0.6,1500,3,1,1,8,0
2,5,1438,1300,2,30.58,30,1.6,4,3,0.6,6000,18,2,1,10,1
4,2,9678,1700,4,47.89,67,2,1,4,0.3,1500,25,2,1,8,1
3,4,7197,1900,2,31.54,34,1.2,1,1,0.4,5000,1,2,2,6,0
3,6,11356,1800,3,42.31,45,1.9,1,2,0.5,3000,9,1,2,6,0
3,6,5956,1400,3,39.11,36,1.1,4,1,0.4,5000,37,3,3,12,1
7,5,4829,1600,4,49.12,68,4,4,3,0.4,3000,28,1,1,6,1
7,2,11069,1800,4,39.29,52,4.5,3,4,0.9,1500,35,3,3,8,1
3,4,5110,1500,1,37.59,33,2.4,4,1,0.7,6000,28,2,1,12,1
4,3,18519,1700,5,40.59,41,3.2,4,1,0.4,3000,40,4,1,6,1
5,4,18219,1900,2,49.32,62,2.6,3,4,0.9,5000,30,3,3,6,1
2,6,3747,1600,4,43.76,50,1.9,3,2,0.6,3000,9,1,2,10,1
4,3,18770,1900,1,42.95,39,4.4,3,1,0.7,8000,1,2,1,10,0
7,5,9418,1800,5,45.59,66,4.5,2,2,0.6,3000,10,2,1,6,1
6,2,2656,1400,3,39.64,39,1.8,3,4,0.3,3000,26,1,1,12,1
5,6,17735,1800,5,34.34,43,2.2,4,1,0.5,3000,31,3,3,6,1
4,5,5579,1500,2,31.73,44,2.3,1,1,0.4,8000,4,2,1,6,0
2,6,4895,1400,1,38.57,37,4.7,3,4,0.8,5000,29,1,2,8,1
7,6,18354,1700,1,38.17,43,2.5,1,3,0.6,5000,3,2,1,8,0
5,5,4555,1600,2,34.6,34,3.3,1,4,0.3,5000,33,3,3,6,1
2,2,5165,1500,3,37.83,27,4.6,3,2,0.6,6000,3,2,2,10,0
6,1,3231,1400,3,42.54,55,4.9,4,1,0.7,3000,40,3,1,10,1
6,0,3525,1500,2,39.47,48,1.4,4,1,0.5,3000,16,2,2,8,1
2,3,2944,1600,2,38.23,52,1.7,1,1,0.6,3000,1,1,1,6,1
3,0,6503,1700,4,32.2,47,4.8,2,2,0.5,3000,3,2,2,12,1
6,3,4890,1500,5,47.34,62,2.6,1,1,0.3,3000,3,1,2,12,1
6,1,2414,1600,2,44.69,40,2.4,4,1,0.8,3000,35,3,3,10,1
3,6,15111,1800,2,47.46,60,2.8,1,4,0.5,8000,15,1,1,12,1
1,0,14499,1800,4,33.77,32,3.4,2,1,0.5,8000,4,1,2,12,0
4,5,11824,1700,5,36.82,36,4,1,2,0.7,8000,5,2,2,10,0
3,3,17725,1900,1,35.32,47,1.2,4,1,0.7,5000,30,3,3,8,1
2,4,4802,1600,1,36.61,46,4.6,1,4,0.8,5000,39,3,3,12,1
3,2,5199,1600,5,45.12,60,4.9,3,3,0.8,1500,13,1,2,10,0
2,4,5562,1600,2,30.02,32,3.8,4,4,0.9,6000,27,1,2,6,1
3,4,18165,1700,2,38.74,37,4,2,2,0.7,8000,7,1,2,8,1
1,6,6777,1800,2,36.82,45,1.9,4,2,0.8,5000,3,1,1,12,1
7,6,10121,1900,1,46.11,55,1,4,3,0.9,5000,39,3,3,10,1
7,6,15226,1900,2,41,54,1.1,1,4,0.5,3000,30,3,3,12,1
6,5,3449,1500,3,45.6,64,2.8,3,1,0.3,3000,2,2,1,12,1
5,2,14348,1700,3,31.84,30,2.9,2,3,0.8,5000,5,1,1,6,0
3,5,9553,1900,1,41.01,49,3.5,2,4,0.6,6000,6,2,1,8,1
7,1,13563,1900,2,36.98,31,1.7,2,1,0.6,3000,6,1,1,12,1
4,4,20394,1700,4,49,55,2.2,4,3,0.5,6000,38,3,3,10,1
1,1,9380,1800,2,32.75,25,2,4,4,0.5,6000,24,2,1,10,1
5,6,9405,1900,3,33.55,43,3.2,2,3,0.7,6000,6,2,2,8,1
1,3,18350,1800,5,49.53,65,3.1,3,4,0.6,5000,15,1,2,12,1
1,5,21262,1800,1,38.64,47,3.6,2,2,0.9,1500,5,2,2,12,0
2,5,2394,1600,2,39.36,51,3.2,4,2,0.7,6000,3,2,2,10,1
2,5,5108,1500,1,48.97,58,4.6,2,1,0.8,5000,5,2,1,6,1
4,3,7151,1700,4,30.88,31,3.5,2,2,0.9,3000,8,2,2,12,1
1,4,5571,1600,2,46.67,59,4.5,3,4,0.3,6000,30,3,3,6,1
4,5,16489,1800,5,42.24,52,2.6,3,4,0.9,3000,27,1,2,8,1
3,5,21376,1900,4,48.97,64,4.1,2,2,0.8,1500,10,2,1,6,1
6,3,2458,1500,1,45.02,68,4.8,2,2,0.9,3000,8,2,2,8,0
2,2,2667,1400,4,49.31,57,4.5,2,4,0.9,3000,10,1,2,6,1
4,1,4047,1400,1,41.52,43,4.4,3,2,0.8,8000,10,2,2,10,1
1,6,17811,1900,4,45.9,59,4.9,1,2,0.7,3000,4,2,1,8,1
6,5,3172,1400,1,44.54,42,5,3,4,0.6,3000,37,3,3,6,1
7,0,15465,1900,3,46.83,66,1.4,2,3,0.4,1500,3,2,2,12,1
1,2,18713,1700,3,42.29,35,3.3,1,1,0.6,6000,7,1,1,10,0
3,2,3660,1400,1,44.69,45,1.2,4,4,0.5,6000,39,3,3,6,1
7,2,15135,1700,5,45.72,67,4.8,2,4,0.8,5000,5,1,1,6,1
6,3,4149,1400,1,44.22,37,1.9,1,2,0.8,3000,8,1,2,6,0
2,0,4317,1500,4,32.51,27,3.9,1,2,0.8,5000,3,2,1,12,0
4,2,15418,1700,4,48.72,55,2.3,4,3,0.4,3000,16,1,1,12,1
4,0,3382,1500,3,33.9,41,4.5,3,4,0.3,5000,24,1,2,8,1
5,1,6907,1800,2,39.12,39,1.8,2,3,0.5,1500,8,2,1,10,0
2,2,1959,1300,1,39.9,44,3.2,4,3,0.5,6000,28,1,1,12,1
2,2,2116,1400,5,48.62,60,1.8,4,1,0.7,1500,25,2,1,12,1
6,1,2052,1600,2,40.5,51,1.9,1,3,0.9,3000,10,2,2,8,0
5,5,9386,1700,4,49.96,62,3.5,3,1,0.4,5000,1,2,1,6,0
7,3,5989,1600,1,42.35,40,3.3,2,3,0.6,3000,5,2,2,10,1
4,6,3701,1400,3,30.72,33,4.8,4,4,0.7,1500,26,2,1,8,1
1,5,2185,1900,3,38.21,44,2.2,4,3,0.6,3000,37,3,3,8,1
